"Status","Droga","Proteína","Peroxidação","TBARS"
"SUB","DPAT",0.0949027498323274,0.235864297253635,2.4853262700011975
"CTRL","VEH",0.0774667797568561,0.186119873817035,2.402576619309681
"CTRL","VEH",0.0124399208368674,0.427970557308097,34.402996845425896
"CTRL","VEH",0.00537178399773819,0.817034700315457,152.09745973767238
"CTRL","VEH",0.00537178399773819,0.606729758149317,112.94753445127036
"CTRL","VEH",0.0449533502968618,0.449001051524711,9.988155466936483
"CTRL","VEH",0.00537178399773819,0.438485804416404,81.62759422214857
"CTRL","VEH",0.00537178399773819,0.774973711882229,144.26747468039196
"CTRL","VEH",0.00819903873338988,0.364879074658254,44.502665071249794
"CTRL","VEH",0.033644331354255,0.98527865404837,29.28513108713518
"CTRL","VEH",0.052021487135991,0.34384858044164,6.60974146207652
"CTRL","VEH",0.0831212892281594,0.512092534174553,6.160786712161209
"CTRL","VEH",0.095843935538592,0.575184016824395,6.001256246335946
"CTRL","VEH",0.0113090189426067,0.364879074658254,32.26443217665619
"CTRL","VEH",0.00537178399773819,0.0494216614090431,9.200232442304507
"CTRL","VEH",0.0463669776646876,0.501577287066246,10.817554050934827
"CTRL","VEH",0.0689850155499011,0.690851735015773,10.014518798158965
"DOM","VEH",0.0227339395717219,0.743427970557308,32.701238085546635
"DOM","VEH",0.0315341742446466,1.42691903259727,45.24992541510774
"DOM","VEH",0.079935464945732,2.20504731861199,27.585344253755093
"DOM","VEH",0.079935464945732,0.880126182965299,11.010459294417247
"DOM","DPAT",0.0168671164564389,1.14300736067298,67.76542769624652
"DOM","DPAT",0.0168671164564389,0.890641430073607,52.80341974123331
"DOM","DPAT",0.0374009973599296,1.63722397476341,43.774874744850706
"CTRL","DPAT",0.0638017013787035,1.27970557308097,20.057546200611597
"CTRL","DPAT",0.0154004106776181,1.39537329127234,90.60623904661709
"CTRL","DPAT",0.00953358756233501,1.38485804416404,145.2609560786217
"CTRL","DPAT",0.10998020921685,0.533123028391167,4.8474451193305015
"SUB","VEH",0.0165586753059756,1.774973711882229,107.19297764366976
"DOM","VEH",0.0179985601151908,0.848580441640378,47.14712933753936
"DOM","VEH",0.0208783297336214,0.995793901156677,47.69509409333167
"SUB","VEH",0.0237580993520519,0.80651945320715,33.94713698499177
"SUB","VEH",0.0215982721382292,1.470031545741325,68.06246056782254
"SUB","VEH",0.0611951043916487,1.785488958990536,29.176990165151214
"SUB","VEH",0.0482361411087113,1.13249211356467,23.478082772258606
"SUB","DPAT",0.0626349892008639,0.396424815983176,6.329127234490021
"CTRL","DPAT",0.0583153347732181,1.23764458464774,21.223312692292744
"DOM","VEH",0.0179985601151908,0.974763406940063,54.15785488958985
"CTRL","VEH",0.068394528437725,1.82649842271293,26.70532956998167
"SUB","VEH",0.0554355651547876,1.848580441640378,33.346470564136176
"CTRL","VEH",0.0813534917206624,1.23764458464774,15.213171044917784
"SUB","DPAT",,0.249211356466877,
"SUB","DPAT",0.0453563714902808,0.964248159831756,21.25937609533823
"SUB","DPAT",0.0539956803455723,0.753943217665615,13.963028391167205
"SUB","DPAT",0.0223182145428366,1.12197686645636,50.27180217767362
"CTRL","VEH",0.366450683945284,1.85804416403785,5.07037985039013
